"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 17, 2014","149.38","149.80","150.84","149.09","-","-0.03%"
"Oct 16, 2014","149.42","150.28","150.42","148.92","-","-0.72%"
"Oct 15, 2014","150.50","150.46","151.23","150.10","-","0.01%"
"Oct 14, 2014","150.49","150.43","151.80","150.00","-","0.01%"
"Oct 13, 2014","150.48","150.47","151.09","149.44","-","-0.89%"
"Oct 10, 2014","151.83","153.68","153.68","151.64","-","-1.29%"
"Oct 09, 2014","153.82","152.81","154.22","152.81","-","1.01%"
"Oct 08, 2014","152.28","153.30","153.49","152.20","-","-0.91%"
"Oct 07, 2014","153.68","153.04","154.00","152.53","-","0.31%"
"Oct 06, 2014","153.21","151.90","153.68","151.52","-","0.81%"
"Oct 03, 2014","151.98","150.63","152.47","149.16","-","1.08%"
"Oct 02, 2014","150.35","150.08","150.58","149.99","-","-0.03%"
"Oct 01, 2014","150.40","150.13","150.47","149.94","-","0.09%"
"Sep 30, 2014","150.26","151.41","151.48","149.29","-","-0.75%"
"Sep 29, 2014","151.40","153.87","153.88","150.74","-","-1.61%"
"Sep 26, 2014","153.87","154.10","154.16","153.12","-","-0.39%"
"Sep 25, 2014","154.48","155.89","156.40","154.42","-","-0.75%"
"Sep 24, 2014","155.64","154.94","155.99","154.84","-","0.42%"
"Sep 23, 2014","154.99","155.75","156.17","154.98","-","-0.54%"
"Sep 22, 2014","155.83","157.83","157.83","155.75","-","-1.44%"
"Sep 19, 2014","158.10","158.02","158.61","157.63","-","0.18%"
"Sep 18, 2014","157.81","158.52","158.71","157.46","-","-0.52%"
"Sep 17, 2014","158.63","157.48","159.33","157.48","-","0.95%"
"Sep 16, 2014","157.14","158.98","158.98","157.13","-","-1.22%"
"Sep 15, 2014","159.08","160.12","160.46","158.77","-","-0.80%"
"Sep 12, 2014","160.36","161.22","161.25","160.30","-","-0.55%"
"Sep 11, 2014","161.25","161.89","162.09","160.94","-","-0.32%"
"Sep 10, 2014","161.76","164.16","164.25","161.53","-","-1.67%"
"Sep 09, 2014","164.51","164.61","164.61","164.42","-","0.13%"
"Sep 08, 2014","164.30","164.32","164.56","163.79","-","0.01%"
"Sep 05, 2014","164.29","164.86","164.97","163.77","-","-0.33%"
"Sep 04, 2014","164.83","164.73","165.03","164.22","-","-0.02%"
"Sep 03, 2014","164.86","162.00","164.90","161.92","-","1.93%"
"Sep 02, 2014","161.74","162.15","162.20","160.99","-","-0.34%"
"Sep 01, 2014","162.29","161.81","162.78","161.76","-","0.41%"
"Aug 29, 2014","161.63","161.65","161.88","161.17","-","-0.12%"
"Aug 28, 2014","161.82","162.95","163.52","161.57","-","-0.66%"
"Aug 27, 2014","162.90","163.06","163.80","162.69","-","0.01%"
"Aug 26, 2014","162.88","163.33","163.55","162.82","-","-0.28%"
"Aug 25, 2014","163.34","163.36","163.64","162.47","-","-0.01%"
"Aug 22, 2014","163.35","162.32","163.35","162.31","-","0.68%"
"Aug 21, 2014","162.24","163.27","163.35","161.71","-","-0.66%"
"Aug 20, 2014","163.32","162.75","163.42","162.62","-","0.46%"
"Aug 19, 2014","162.57","161.51","162.85","161.45","-","0.84%"
"Aug 18, 2014","161.22","161.51","161.69","160.54","-","-0.15%"
"Aug 15, 2014","161.47","161.22","161.69","160.88","-","0.23%"
"Aug 14, 2014","161.10","161.88","161.88","160.83","-","-0.28%"
"Aug 13, 2014","161.55","160.16","161.57","160.09","-","0.84%"
"Aug 12, 2014","160.21","159.91","160.21","159.51","-","0.26%"
"Aug 11, 2014","159.79","157.91","159.85","157.91","-","1.21%"
"Aug 08, 2014","157.88","158.22","158.43","156.79","-","-0.30%"
"Aug 07, 2014","158.36","159.32","159.44","158.27","-","-0.56%"
"Aug 06, 2014","159.25","159.14","159.29","158.15","-","0.06%"
"Aug 05, 2014","159.16","160.32","160.40","158.63","-","-0.80%"
"Aug 04, 2014","160.45","159.21","160.71","159.18","-","0.81%"
"Aug 01, 2014","159.16","160.32","160.32","159.01","-","-0.90%"
"Jul 31, 2014","160.61","161.32","161.51","160.07","-","-0.48%"
"Jul 30, 2014","161.38","161.08","162.42","161.01","-","0.24%"
"Jul 29, 2014","160.99","160.58","161.07","160.19","-","0.46%"
"Jul 28, 2014","160.25","159.41","160.84","159.25","-","0.44%"
"Jul 25, 2014","159.55","159.86","160.23","158.96","-","-0.24%"
"Jul 24, 2014","159.93","159.23","159.96","159.10","-","0.60%"
"Jul 23, 2014","158.97","158.15","158.99","158.15","-","0.74%"
"Jul 22, 2014","157.81","155.72","157.87","155.53","-","1.39%"
"Jul 21, 2014","155.64","156.10","156.41","155.59","-","-0.05%"
"Jul 18, 2014","155.72","155.62","155.75","154.65","-","-0.21%"
"Jul 17, 2014","156.05","156.19","156.55","155.46","-","-0.45%"
"Jul 16, 2014","156.75","157.00","157.39","156.44","-","-0.20%"
"Jul 15, 2014","157.06","156.55","157.33","156.41","-","0.51%"
"Jul 14, 2014","156.26","155.83","156.93","155.66","-","0.28%"
"Jul 11, 2014","155.82","156.02","156.58","155.45","-","-0.16%"
"Jul 10, 2014","156.07","155.40","156.24","155.40","-","0.50%"
"Jul 09, 2014","155.29","156.98","157.04","155.01","-","-1.15%"
"Jul 08, 2014","157.10","156.96","157.16","156.65","-","0.04%"
"Jul 07, 2014","157.03","156.75","157.09","156.25","-","0.11%"
"Jul 04, 2014","156.85","156.76","157.05","156.63","-","0.06%"
"Jul 03, 2014","156.75","156.12","156.88","155.98","-","0.31%"
"Jul 02, 2014","156.26","154.38","156.39","154.25","-","1.40%"
"Jul 01, 2014","154.10","153.84","154.24","153.71","-","0.19%"
"Jun 30, 2014","153.81","153.12","154.16","152.83","-","0.48%"
"Jun 27, 2014","153.07","152.91","153.44","152.49","-","0.10%"
"Jun 26, 2014","152.92","151.03","152.92","150.95","-","1.41%"
"Jun 25, 2014","150.79","150.86","151.11","150.58","-","-0.03%"
"Jun 24, 2014","150.84","150.47","151.16","150.32","-","0.32%"
"Jun 23, 2014","150.36","152.20","153.00","150.31","-","-1.12%"
"Jun 20, 2014","152.07","152.28","152.72","152.02","-","-0.09%"
"Jun 19, 2014","152.20","152.29","152.78","152.08","-","0.05%"
"Jun 18, 2014","152.13","152.20","152.64","152.00","-","-0.05%"
"Jun 17, 2014","152.21","152.50","152.57","151.76","-","-0.18%"
"Jun 16, 2014","152.48","152.52","152.68","152.07","-","-0.06%"
"Jun 13, 2014","152.57","151.93","152.80","151.66","-","0.37%"
"Jun 12, 2014","152.01","152.30","152.34","151.58","-","-0.35%"
"Jun 11, 2014","152.54","152.64","152.65","152.03","-","-0.12%"
"Jun 10, 2014","152.72","151.48","152.79","151.27","-","0.88%"
"Jun 09, 2014","151.39","150.79","151.55","150.65","-","0.54%"
"Jun 06, 2014","150.57","151.38","151.96","150.53","-","-0.42%"
"Jun 05, 2014","151.21","151.00","151.29","150.57","-","0.09%"
"Jun 04, 2014","151.08","151.89","151.90","150.84","-","-0.51%"
"Jun 03, 2014","151.85","150.35","151.91","150.35","-","1.02%"
"Jun 02, 2014","150.31","150.31","150.31","150.31","-","-0.01%"
"May 30, 2014","150.33","150.41","151.14","150.14","-","0.06%"
"May 29, 2014","150.24","150.69","151.17","150.06","-","-0.34%"
"May 28, 2014","150.75","149.76","151.12","149.75","-","0.69%"
"May 27, 2014","149.72","149.97","150.02","149.50","-","-0.13%"
"May 26, 2014","149.91","149.82","150.37","149.58","-","0.08%"
"May 23, 2014","149.79","149.48","149.91","149.35","-","0.29%"
"May 22, 2014","149.35","148.03","149.52","148.01","-","1.01%"
"May 21, 2014","147.86","147.60","148.15","147.06","-","0.18%"
"May 20, 2014","147.59","147.45","148.28","147.38","-","0.15%"
"May 19, 2014","147.37","147.59","147.66","146.74","-","-0.12%"
"May 16, 2014","147.54","147.54","147.57","146.49","-","-0.12%"
"May 15, 2014","147.72","146.96","147.86","146.91","-","0.28%"
"May 14, 2014","147.31","145.94","147.49","145.90","-","1.05%"
"May 13, 2014","145.78","145.33","146.29","145.33","-","0.47%"
"May 12, 2014","145.10","143.85","145.62","143.22","-","0.83%"
"May 09, 2014","143.91","144.17","144.47","143.53","-","-0.11%"
"May 08, 2014","144.07","144.00","144.57","143.65","-","0.19%"
"May 07, 2014","143.79","145.08","145.17","143.53","-","-0.94%"
"May 06, 2014","145.15","144.94","145.25","144.84","-","0.14%"
"May 05, 2014","144.94","145.76","146.20","144.38","-","-0.55%"
"May 02, 2014","145.74","144.98","146.06","144.98","-","0.79%"
"May 01, 2014","144.60","144.60","144.60","144.60","-","0.00%"
"Apr 30, 2014","144.60","146.22","146.40","144.42","-","-1.16%"
"Apr 29, 2014","146.30","144.95","146.37","144.62","-","1.05%"
"Apr 28, 2014","144.78","144.86","145.16","144.40","-","-0.29%"
"Apr 25, 2014","145.20","147.48","147.56","145.15","-","-1.56%"
"Apr 24, 2014","147.50","147.20","147.63","146.93","-","0.22%"
"Apr 23, 2014","147.17","148.08","149.06","147.08","-","-0.66%"
"Apr 22, 2014","148.15","148.24","148.40","147.63","-","-0.13%"
"Apr 21, 2014","148.35","148.45","148.45","148.24","-","-0.13%"
"Apr 18, 2014","148.55","148.65","148.76","148.32","-","0.16%"
"Apr 17, 2014","148.31","147.94","148.83","147.91","-","0.32%"
"Apr 16, 2014","147.84","147.90","148.83","147.55","-","-0.08%"
"Apr 15, 2014","147.96","149.71","149.77","147.88","-","-0.99%"
"Apr 14, 2014","149.44","149.55","149.90","149.03","-","-0.14%"
"Apr 11, 2014","149.65","150.44","150.64","149.15","-","-0.77%"
"Apr 10, 2014","150.81","149.07","150.94","148.37","-","1.23%"
"Apr 09, 2014","148.98","147.89","149.50","147.89","-","0.88%"
"Apr 08, 2014","147.68","146.42","147.77","146.42","-","0.81%"
"Apr 07, 2014","146.49","146.66","146.81","146.02","-","-0.29%"
"Apr 04, 2014","146.91","147.04","147.33","146.67","-","-0.24%"
"Apr 03, 2014","147.26","147.00","148.08","146.92","-","0.08%"
"Apr 02, 2014","147.14","146.63","147.61","146.63","-","0.43%"
"Apr 01, 2014","146.51","144.79","146.52","144.72","-","1.16%"
"Mar 31, 2014","144.83","143.81","144.83","143.72","-","0.75%"
"Mar 28, 2014","143.75","142.31","143.98","142.31","-","0.98%"
"Mar 27, 2014","142.35","142.35","142.72","141.33","-","-0.06%"
"Mar 26, 2014","142.44","141.59","142.82","141.57","-","0.76%"
"Mar 25, 2014","141.36","141.41","141.87","140.96","-","-0.13%"
"Mar 24, 2014","141.55","139.41","141.58","139.41","-","1.43%"
"Mar 21, 2014","139.56","138.43","139.61","138.27","-","0.89%"
"Mar 20, 2014","138.33","140.48","140.48","138.14","-","-1.75%"
"Mar 19, 2014","140.79","140.91","141.14","140.46","-","-0.19%"
"Mar 18, 2014","141.06","140.29","141.19","140.29","-","0.56%"
"Mar 17, 2014","140.27","140.36","140.44","139.97","-","-0.08%"
"Mar 14, 2014","140.38","141.85","141.85","139.93","-","-1.05%"
"Mar 13, 2014","141.87","142.07","143.33","141.80","-","-0.11%"
"Mar 12, 2014","142.03","143.71","143.71","141.80","-","-1.20%"
"Mar 11, 2014","143.76","143.40","144.14","143.36","-","0.23%"
"Mar 10, 2014","143.43","145.52","145.55","143.09","-","-1.50%"
"Mar 07, 2014","145.62","145.67","146.64","145.44","-","-0.01%"
"Mar 06, 2014","145.64","144.41","145.78","144.41","-","0.82%"
"Mar 05, 2014","144.46","144.93","145.88","144.32","-","-0.02%"
"Mar 04, 2014","144.49","144.10","144.93","144.05","-","0.12%"
"Mar 03, 2014","144.31","145.48","145.48","144.18","-","-0.97%"
"Feb 28, 2014","145.73","146.19","146.39","145.05","-","0.05%"
"Feb 27, 2014","145.66","143.80","145.69","143.80","-","1.24%"
"Feb 26, 2014","143.87","142.82","144.06","142.64","-","0.67%"
"Feb 25, 2014","142.91","143.10","143.97","142.58","-","0.00%"
"Feb 24, 2014","142.91","144.26","144.30","142.29","-","-1.00%"
"Feb 21, 2014","144.36","143.50","144.84","143.50","-","0.58%"
"Feb 20, 2014","143.53","144.85","145.10","143.06","-","-0.97%"
"Feb 19, 2014","144.94","144.70","145.06","144.24","-","0.12%"
"Feb 18, 2014","144.76","144.64","144.77","143.87","-","0.08%"
"Feb 17, 2014","144.65","143.80","145.00","143.71","-","0.76%"
"Feb 14, 2014","143.56","143.00","144.10","142.96","-","0.66%"
"Feb 13, 2014","142.62","143.56","143.56","142.31","-","-0.62%"
"Feb 12, 2014","143.51","141.96","143.66","141.96","-","1.31%"
"Feb 11, 2014","141.66","139.83","141.96","139.76","-","1.39%"
"Feb 10, 2014","139.72","140.05","140.47","139.51","-","-0.09%"
"Feb 07, 2014","139.85","138.63","140.10","138.48","-","1.22%"
"Feb 06, 2014","138.16","137.20","138.29","137.17","-","0.86%"
"Feb 05, 2014","136.98","137.63","138.83","136.67","-","-1.31%"
"Feb 04, 2014","138.80","141.56","141.56","138.78","-","-2.07%"
"Feb 03, 2014","141.74","141.74","141.74","141.74","-","0.00%"
"Jan 31, 2014","141.74","141.74","141.74","141.74","-","0.00%"
"Jan 30, 2014","141.74","142.11","142.11","140.31","-","-0.33%"
"Jan 29, 2014","142.21","141.21","142.57","141.21","-","0.77%"
"Jan 28, 2014","141.13","141.26","141.42","140.77","-","0.06%"
"Jan 27, 2014","141.04","143.69","143.76","140.64","-","-2.25%"
"Jan 24, 2014","144.28","145.69","145.79","144.08","-","-0.98%"
"Jan 23, 2014","145.71","147.49","147.62","145.59","-","-1.18%"
"Jan 22, 2014","147.45","146.66","147.54","146.35","-","0.40%"
"Jan 21, 2014","146.86","146.53","147.47","146.48","-","0.22%"
"Jan 20, 2014","146.54","147.34","147.45","146.35","-","-0.64%"
"Jan 17, 2014","147.49","146.96","148.10","146.27","-","0.42%"
"Jan 16, 2014","146.87","146.84","147.57","146.65","-","0.23%"
"Jan 15, 2014","146.54","145.92","146.99","145.92","-","0.52%"
"Jan 14, 2014","145.78","146.07","146.20","145.07","-","-0.32%"
"Jan 13, 2014","146.25","146.26","147.16","145.76","-","0.27%"
"Jan 10, 2014","145.85","145.53","146.21","145.41","-","0.27%"
"Jan 09, 2014","145.46","146.61","147.08","145.19","-","-0.93%"
"Jan 08, 2014","146.82","145.57","146.95","145.57","-","0.90%"
"Jan 07, 2014","145.51","145.59","146.13","145.38","-","-0.16%"
"Jan 06, 2014","145.74","146.92","146.99","145.43","-","-0.83%"
"Jan 03, 2014","146.96","149.43","149.43","146.77","-","-1.85%"
"Jan 02, 2014","149.73","149.93","150.57","149.01","-","-0.15%"
"Jan 01, 2014","149.95","149.95","149.95","149.95","-","0.00%"
